year,title,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,imdb_id,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,rating
1992,Buffy the Vampire Slayer,ok,7000000,14231669,14231669,11622431,23629512,23629512,103893,English,USA,Joss Whedon,48,5.5,Fran Rubel Kuzui,31-Jul-92,"Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer","Action, Comedy, Fantasy",N/A,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIxMTkyNTc2MF5BMl5BanBnXkFtZTcwMDQ4ODAwMQ@@._V1_SX300.jpg,"26,890",NA,3
1992,Death Becomes Her,ok,55000000,58422650,149022650,91319098,97001885,247429345,104070,English,USA,"Martin Donovan, David Koepp",NA,6.3,Robert Zemeckis,31-Jul-92,"Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini","Comedy, Fantasy",Won 1 Oscar. Another 4 wins & 11 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BNzQ3MTYzNDQzOV5BMl5BanBnXkFtZTYwODU2OTI5._V1_SX300.jpg,"62,071",NA,3
1992,El Mariachi,nowomen,7000,2040920,2041928,11622,3388636,3390310,104815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1992,Glengarry Glen Ross,nowomen,12500000,10725228,10725228,20754340,17807603,17807603,104348,English,USA,"David Mamet (play), David Mamet (screenplay)",80,7.9,James Foley,2-Oct-92,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin",Drama,Nominated for 1 Oscar. Another 5 wins & 5 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjYyNTQ5MF5BMl5BanBnXkFtZTgwMDM1MzcxMTE@._V1_SX300.jpg,"59,879",NA,0
1992,Hero,notalk,42000000,19487173,66787173,69734584,32355474,110889898,104412,English,USA,"Laura Ziskin (story), Alvin Sargent (story), David Webb Peoples (story), David Webb Peoples (screenplay)",NA,6.4,Stephen Frears,2-Oct-92,"Dustin Hoffman, Geena Davis, Andy Garcia, Joan Cusack","Comedy, Drama",N/A,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5ODg4MDMxOV5BMl5BanBnXkFtZTcwMjQ4NzEyMQ@@._V1_SX300.jpg,"15,383",NA,1
1992,Home Alone 2: Lost in New York,notalk,20000000,173585516,358994850,33206945,288212232,596056107,104431,"English, French",USA,"John Hughes (characters), John Hughes",NA,6.4,Chris Columbus,20-Nov-92,"Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara","Adventure, Comedy, Crime",3 wins & 2 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyODQzNDk1OV5BMl5BanBnXkFtZTcwOTM3MTU1MQ@@._V1_SX300.jpg,"132,595",NA,1
1992,Malcolm X,dubious,35000000,48169910,48169910,58112153,79978777,79978777,104797,English,"USA, Japan","Alex Haley (book), Malcolm X (book), Arnold Perl (screenplay), Spike Lee (screenplay)",72,7.7,Spike Lee,18-Nov-92,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr.","Biography, Drama, History",Nominated for 2 Oscars. Another 19 wins & 8 nominations.,202 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyNzg4MTMxM15BMl5BanBnXkFtZTcwMzE5MzIyMQ@@._V1_SX300.jpg,"50,949",NA,-1
1992,My Cousin Vinny,notalk,11000000,52929168,52929168,18263820,87880798,87880798,104952,English,USA,Dale Launer,NA,7.5,Jonathan Lynn,13-Mar-92,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield","Comedy, Crime",Won 1 Oscar. Another 3 wins & 2 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_SX300.jpg,"68,296",NA,1
1992,Reservoir Dogs,nowomen,1200000,2832029,2832029,1992417,4702152,4702152,105236,English,USA,"Quentin Tarantino, Roger Avary (background radio dialog), Quentin Tarantino (background radio dialog)",78,8.4,Quentin Tarantino,23-Oct-92,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn","Crime, Thriller",11 wins & 9 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxMTAwMDQ3Nl5BMl5BanBnXkFtZTcwODMwNTgzMQ@@._V1_SX300.jpg,"454,945",NA,0
1992,The Crying Game,men,4000000,62546695,62546695,6641389,103849232,103849232,104036,English,"UK, Japan",Neil Jordan,90,7.3,Neil Jordan,19-Feb-93,"Forest Whitaker, Miranda Richardson, Stephen Rea, Adrian Dunbar","Crime, Drama, Romance",Won 1 Oscar. Another 27 wins & 24 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3NjE3NTAyN15BMl5BanBnXkFtZTcwMDg2MzcyMQ@@._V1_SX300.jpg,"35,053",NA,2
1992,The Mighty Ducks,notalk,10000000,50752337,50752337,16603472,84266502,84266502,104868,English,USA,Steven Brill,NA,6.3,Stephen Herek,2-Oct-92,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling","Action, Comedy, Drama",2 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIzMzgxOTQwMV5BMl5BanBnXkFtZTcwMzkzNDYyMQ@@._V1_SX300.jpg,"33,361",NA,1
1992,The Muppet Christmas Carol,notalk,12000000,27281507,27281507,19924167,45296775,45296775,104940,English,USA,"Charles Dickens (novel), Jerry Juhl (screenplay)",NA,7.7,Brian Henson,11-Dec-92,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson","Comedy, Drama, Family",1 win.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0Nzk1MDE3NV5BMl5BanBnXkFtZTcwMTU0MzkzMQ@@._V1_SX300.jpg,"26,284",NA,1
1992,The Player,ok,8000000,21706101,28876702,13282778,36039665,47945352,105151,English,USA,"Michael Tolkin (screenplay), Michael Tolkin (novel)",86,7.7,Robert Altman,10-Apr-92,"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg","Comedy, Crime, Drama",Nominated for 3 Oscars. Another 30 wins & 12 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_SX300.jpg,"34,743",NA,3
1992,Wayne&#39;s World,notalk,20000000,121697323,183097323,33206945,202059814,304005134,105793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1991,Beauty and the Beast,ok,20000000,218951625,451421625,34216807,374591278,772310338,101414,"English, French",USA,"Linda Woolverton (animation screenplay), Roger Allers (story), Brenda Chapman (story), Burny Mattinson (story), Brian Pimental (story), Joe Ranft (story), Kelly Asbury (story), Chris Sanders (story), Kevin Harkey (story), Bruce Woodside (story), Robert Lence (story)",NA,8.1,"Gary Trousdale, Kirk Wise",22-Nov-91,"Paige O'Hara, Robby Benson, Richard White, Jerry Orbach","Animation, Family, Fantasy",Won 2 Oscars. Another 21 wins & 19 nominations.,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0MzM1Njk1OV5BMl5BanBnXkFtZTcwNjQxMTkwNw@@._V1_SX300.jpg,"208,513",NA,3
1991,Bill &amp; Ted&#39;s Bogus Journey,notalk,20000000,37537675,37537675,34216807,64220970,64220970,101452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1991,Hook,men,70000000,119654823,300854823,119758826,204710301,514714575,102057,English,USA,"J.M. Barrie (books), J.M. Barrie (play), James V. Hart (screen story), Nick Castle (screen story), James V. Hart (screenplay), Malia Scotch Marmo (screenplay)",52,6.6,Steven Spielberg,11-Dec-91,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins","Adventure, Comedy, Family",Nominated for 5 Oscars. Another 5 wins & 10 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIwMzc4MDIwMV5BMl5BanBnXkFtZTYwNDM0ODY4._V1_SX300.jpg,"137,257",NA,2
1991,Hudson Hawk,ok,65000000,17218916,17218916,111204624,29458817,29458817,102070,"English, Italian",USA,"Bruce Willis (story), Robert Kraft (story), Steven E. de Souza (screenplay), Daniel Waters (screenplay)",17,5.7,Michael Lehmann,24-May-91,"Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn","Action, Adventure, Comedy",3 wins & 4 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMjY3OTM3MF5BMl5BanBnXkFtZTcwMjE0NDYyMQ@@._V1_SX300.jpg,"37,158",NA,3
1991,Robin Hood: Prince of Thieves,dubious,50000000,165493908,390500000,85542018,283133658,668083163,102798,English,USA,"Pen Densham (story), Pen Densham (screenplay), John Watson (screenplay)",NA,6.9,Kevin Reynolds,14-Jun-91,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater","Action, Adventure, Drama",Nominated for 1 Oscar. Another 14 wins & 17 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0OTg5MjExN15BMl5BanBnXkFtZTgwMjg3OTgzMTE@._V1_SX300.jpg,"117,561",NA,-1
1991,Slacker,ok,23000,1227508,1227508,39349,2100070,2100070,102943,English,USA,Richard Linklater,69,7.1,Richard Linklater,5-Jul-91,"Richard Linklater, Rudy Basquez, Jean Caffeine, Jan Hockey","Comedy, Drama",1 win & 3 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1NjQ2MDU3N15BMl5BanBnXkFtZTcwMTE4NDYyMQ@@._V1_SX300.jpg,"10,581",NA,3
1991,Star Trek VI: The Undiscovered Country,men,27000000,74888996,96900000,46192690,128123117,165780431,102975,"English, Klingon",USA,"Gene Roddenberry (television series ""Star Trek""), Leonard Nimoy (story), Lawrence Konner (story), Mark Rosenthal (story), Nicholas Meyer (screenplay), Denny Martin Flinn (screenplay)",65,7.2,Nicholas Meyer,6-Dec-91,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi",Nominated for 2 Oscars. Another 1 win & 5 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkyODE4MDIxNV5BMl5BanBnXkFtZTcwNzYxNDI4OA@@._V1_SX300.jpg,"44,636",NA,2
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ok,25000000,78656813,78656813,42771009,134569251,134569251,103060,English,"USA, Hong Kong","Kevin Eastman (based on characters created by), Peter Laird (based on characters created by), Todd W. Langen",NA,5.9,Michael Pressman,22-Mar-91,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden","Action, Adventure, Comedy",3 wins & 1 nomination.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkyNTE4NzQwMF5BMl5BanBnXkFtZTcwNjU4MDIyMQ@@._V1_SX300.jpg,"33,617",NA,3
1991,Terminator 2: Judgement Day,dubious,100000000,204859496,516816151,171084037,350481895,884189932,103064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
1991,The Addams Family,ok,30000000,113502246,191502246,51325211,194184224,327629772,101272,English,USA,"Charles Addams (characters), Caroline Thompson, Larry Wilson",NA,6.8,Barry Sonnenfeld,22-Nov-91,"Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya","Comedy, Fantasy",Nominated for 1 Oscar. Another 3 wins & 12 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BNTczNjA4NzczMV5BMl5BanBnXkFtZTcwMTkzMTQyMQ@@._V1_SX300.jpg,"74,266",NA,3
1991,The Naked Gun 2 1/2: The Smell of Fear,notalk,23000000,86930411,86930411,39349328,148724056,148724056,102510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1991,The Silence of the Lambs,ok,20000000,130726716,275726716,34216807,223652543,471724395,102926,English,USA,"Thomas Harris (novel), Ted Tally (screenplay)",84,8.6,Jonathan Demme,14-Feb-91,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz","Crime, Drama, Thriller",Won 5 Oscars. Another 44 wins & 30 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_SX300.jpg,"583,888",NA,3
1991,White Fang,notalk,14000000,34729091,34729091,23951765,59415931,59415931,103247,English,USA,"Jack London (novel), Jeanne Rosenberg (screenplay), Nick Thiel (screenplay), David Fallon (screenplay)",NA,6.6,Randal Kleiser,18-Jan-91,"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan","Adventure, Drama",1 win.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxNDAzNjA4OF5BMl5BanBnXkFtZTcwMjY5MTkxMQ@@._V1_SX300.jpg,"13,056",NA,1
1990,Back to the Future Part III,notalk,40000000,87666629,243700000,71319016,156307443,434511105,99088,English,USA,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",55,7.4,Robert Zemeckis,25-May-90,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson","Adventure, Comedy, Sci-Fi",4 wins & 8 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3ODgyMTgzNF5BMl5BanBnXkFtZTcwODE3MzYwMg@@._V1_SX300.jpg,"182,749",NA,1
1990,Child&#39;s Play 2,ok,13000000,26904572,34166572,23178680,47970190,60918157,99253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1990,Dark Angel (I Come in Peace),nowomen,7000000,4372561,4372561,12480828,7796169,7796169,99817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1990,Die Hard 2,dubious,70000000,117323878,239814025,124808278,209185588,427582507,99423,"English, Spanish",USA,"Walter Wager (novel), Steven E. de Souza (screenplay), Doug Richardson (screenplay)",67,7.1,Renny Harlin,4-Jul-90,"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson","Action, Thriller",1 win & 1 nomination.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BNzM1MzMwNzY2OF5BMl5BanBnXkFtZTgwNzE1MzkyMTE@._V1_SX300.jpg,"205,192",NA,-1
1990,Edward Scissorhands,ok,20000000,53976987,53976987,35659508,96239640,96239640,99487,English,USA,"Tim Burton (story), Caroline Thompson (story), Caroline Thompson (screenplay)",74,8,Tim Burton,14-Dec-90,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall","Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 7 wins & 10 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE2NDExNjQxMF5BMl5BanBnXkFtZTgwMzQ3NzMxMDE@._V1_SX300.jpg,"273,842",NA,3
1990,Flatliners,ok,26000000,61308153,61308153,46357360,109310929,109310929,99582,English,USA,Peter Filardi,NA,6.5,Joel Schumacher,10-Aug-90,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin","Drama, Horror, Sci-Fi",Nominated for 1 Oscar. Another 2 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BNzgxMzQ2NzQzMV5BMl5BanBnXkFtZTcwMzMyMjAzMQ@@._V1_SX300.jpg,"51,565",NA,3
1990,Ghost,men,22000000,217631306,517600000,39225459,388031265,922868068,99653,English,USA,Bruce Joel Rubin,52,7,Jerry Zucker,13-Jul-90,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn","Drama, Fantasy, Mystery",Won 2 Oscars. Another 15 wins & 24 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1_SX300.jpg,"123,608",NA,2
1990,Goodfellas,men,25000000,46743809,46743809,44574385,83343062,83343062,99685,"English, Italian",USA,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)",89,8.8,Martin Scorsese,19-Sep-90,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","Biography, Crime, Drama",Won 1 Oscar. Another 40 wins & 23 nominations.,146 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1_SX300.jpg,"514,836",NA,2
1990,Home Alone,men,15000000,285761243,476684675,26744631,509505267,849917050,99785,English,USA,John Hughes,63,7.4,Chris Columbus,16-Nov-90,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard","Comedy, Family",Nominated for 2 Oscars. Another 10 wins & 4 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzMzg4MTg2M15BMl5BanBnXkFtZTYwNDM4OTk4._V1_SX300.jpg,"212,728",NA,2
1990,Nikita,ok,7000000,5017971,5017971,12480828,8946919,8946919,100263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1990,Predator 2,men,35000000,28317513,54768418,62404139,50489429,97650742,100403,English,USA,"Jim Thomas (characters), John Thomas (characters), Jim Thomas, John Thomas",NA,6.2,Stephen Hopkins,21-Nov-90,"Kevin Peter Hall, Danny Glover, Gary Busey, Rubén Blades","Action, Sci-Fi, Thriller",1 win & 4 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0OTc3MjY2OF5BMl5BanBnXkFtZTcwOTI2NDcyMQ@@._V1_SX300.jpg,"72,250",NA,2
1990,Pretty Woman,ok,14000000,178406268,432645872,24961656,318093987,771396947,100405,"English, Italian, Japanese",USA,J.F. Lawton,51,6.9,Garry Marshall,23-Mar-90,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander","Comedy, Romance",Nominated for 1 Oscar. Another 7 wins & 10 nominations.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMwNTA5ODAxM15BMl5BanBnXkFtZTYwNTQwODU5._V1_SX300.jpg,"156,340",NA,3
1990,The Hunt for Red October,notalk,30000000,120709866,200500000,53489262,215222722,357486568,99810,"English, Russian",USA,"Tom Clancy (novel), Larry Ferguson (screenplay), Donald Stewart (screenplay)",58,7.6,John McTiernan,2-Mar-90,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill","Action, Adventure, Thriller",Won 1 Oscar. Another 2 wins & 6 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BNzk3OTE2NjQ0OV5BMl5BanBnXkFtZTgwMDg3ODYxMTE@._V1_SX300.jpg,"116,660",NA,1
1990,Total Recall,notalk,125000000,58877969,198615996,222871925,104977970,354127435,100802,English,USA,"Philip K. Dick (short story ""We Can Remember It For You Wholesale""), Ronald Shusett (screen story), Dan O'Bannon (screen story), Jon Povill (screen story), Ronald Shusett (screenplay), Dan O'Bannon (screenplay), Gary Goldman (screenplay)",57,7.5,Paul Verhoeven,1-Jun-90,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox","Action, Adventure, Sci-Fi",Nominated for 2 Oscars. Another 7 wins & 13 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MTU4ODI5MF5BMl5BanBnXkFtZTcwODI2MzAyOA@@._V1_SX300.jpg,"186,250",NA,1
1990,Tremors,ok,10000000,16667084,16667084,17829754,29717001,29717001,100814,English,USA,"S.S. Wilson (story), Brent Maddock (story), Ron Underwood (story), S.S. Wilson (screenplay), Brent Maddock (screenplay)",NA,7.2,Ron Underwood,19-Jan-90,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross","Comedy, Horror, Sci-Fi",5 nominations.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMxNTIwOTkxNV5BMl5BanBnXkFtZTgwNzY4NjY1MDE@._V1_SX300.jpg,"67,330",NA,3
1989,Back to the Future Part II,ok,40000000,118450002,332000000,75183554,222637302,624023495,96874,English,USA,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",57,7.8,Robert Zemeckis,22-Nov-89,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson","Adventure, Comedy, Sci-Fi",Nominated for 1 Oscar. Another 8 wins & 5 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1_SX300.jpg,"220,721",NA,3
1989,Batman,notalk,35000000,251188924,411348924,65785609,472131898,773166847,96895,"English, French","USA, UK","Bob Kane (Batman characters), Sam Hamm (story), Sam Hamm (screenplay), Warren Skaaren (screenplay)",66,7.6,Tim Burton,23-Jun-89,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl","Action, Fantasy",Won 1 Oscar. Another 8 wins & 21 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,"209,080",NA,1
1989,Bill &amp; Ted&#39;s Excellent Adventure,men,10000000,40485039,40485039,18795888,76095227,76095227,96928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1989,Dead Poets Society,notalk,16400000,95860116,239500000,30825257,180177604,450161527,97165,English,USA,Tom Schulman,79,8,Peter Weir,9-Jun-89,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",Drama,Won 1 Oscar. Another 14 wins & 17 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BMzA5MTE0NTUwOV5BMl5BanBnXkFtZTgwOTgyMDUxMDE@._V1_SX300.jpg,"204,658",NA,1
1989,Henry V,ok,9000000,10161099,10161099,16916300,19098688,19098688,97499,"English, French",UK,"William Shakespeare (by), Kenneth Branagh (adapted for the screen by)",83,7.8,Kenneth Branagh,8-Nov-89,"Derek Jacobi, Kenneth Branagh, Simon Shepherd, James Larkin","Action, Biography, Drama",Won 1 Oscar. Another 10 wins & 11 nominations.,137 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI1ODg1Mjk5NF5BMl5BanBnXkFtZTcwNzQyNjUxMQ@@._V1_SX300.jpg,"20,002",NA,3
1989,Indiana Jones and the Last Crusade,nowomen,48000000,197171806,474171806,90220264,370601926,891248035,97576,"English, German, Greek",USA,"Jeffrey Boam (screenplay), George Lucas (story), Menno Meyjes (story), George Lucas (characters), Philip Kaufman (characters)",65,8.3,Steven Spielberg,24-May-89,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody","Action, Adventure",Won 1 Oscar. Another 4 wins & 19 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1_SX300.jpg,"364,028",NA,0
1989,Licence to Kill,men,42000000,34667015,156167015,78942731,65159735,293529779,97742,"English, Spanish","UK, USA","Michael G. Wilson, Richard Maibaum, Ian Fleming (characters)",NA,6.6,John Glen,14-Jul-89,"Timothy Dalton, Carey Lowell, Robert Davi, Talisa Soto","Action, Adventure, Crime",1 nomination.,133 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY0NDE2MTAzN15BMl5BanBnXkFtZTcwMjY5MDg0NA@@._V1_SX300.jpg,"57,076",NA,2
1989,Major League,notalk,11000000,49793054,49793054,20675477,93590469,93590469,97815,"English, Spanish, Japanese",USA,David S. Ward,NA,7.2,David S. Ward,7-Apr-89,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton","Comedy, Sport",1 nomination.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMDE5NzIxMV5BMl5BanBnXkFtZTcwNDUwNzE0MQ@@._V1_SX300.jpg,"39,447",NA,1
1989,Road House,notalk,10000000,30050028,30050028,18795888,56481697,56481697,98206,"English, Portuguese",USA,"David Lee Henry (story), David Lee Henry (screenplay), Hilary Henkin (screenplay)",NA,6.3,Rowdy Herrington,19-May-89,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara","Action, Thriller",5 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,"32,171",NA,1
1989,"Sex, Lies, and Videotape",men,1200000,24741667,36741667,2255507,46504161,69059227,98724,English,USA,Steven Soderbergh,86,7.2,Steven Soderbergh,18-Aug-89,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",Drama,Nominated for 1 Oscar. Another 18 wins & 14 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxNjk5NzM2Nl5BMl5BanBnXkFtZTcwMTg2ODQwNw@@._V1_SX300.jpg,"30,869",NA,2
1989,Star Trek V: The Final Frontier,notalk,30000000,52210049,70200000,56387665,98133425,131947137,98382,"English, Klingon",USA,"Gene Roddenberry (creator), William Shatner (story), Harve Bennett (story), David Loughery (story), David Loughery (screenplay)",43,5.3,William Shatner,9-Jun-89,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi",3 wins & 3 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI2OTExMDQxN15BMl5BanBnXkFtZTcwOTEyNDI4OA@@._V1_SX300.jpg,"34,349",NA,1
1989,The Abyss,ok,70000000,54243125,54243125,131571219,101954772,101954772,96754,English,USA,James Cameron,62,7.6,James Cameron,9-Aug-89,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester","Adventure, Drama, Sci-Fi",Won 1 Oscar. Another 4 wins & 12 nominations.,139 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIwMDA4MTEzMF5BMl5BanBnXkFtZTcwMTcxMTU1MQ@@._V1_SX300.jpg,"106,501",NA,3
1989,Troop Beverly Hills,ok,18000000,7190505,7190505,33832599,13515193,13515193,98519,English,USA,"Ava Ostern Fries (story), Pamela Norris (screenplay), Margaret Oberman (screenplay)",NA,5.2,Jeff Kanew,24-Mar-89,"Shelley Long, Craig T. Nelson, Betty Thomas, Mary Gross","Adventure, Comedy",N/A,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyMjAzNTg0NF5BMl5BanBnXkFtZTcwNjU1MTAzMQ@@._V1_SX300.jpg,"5,771",NA,3
1989,UHF,notalk,5000000,6157157,6157157,9397944,11572924,11572924,98546,English,USA,"'Weird Al' Yankovic, Jay Levey",32,7,Jay Levey,21-Jul-89,"'Weird Al' Yankovic, Victoria Jackson, Kevin McCarthy, Michael Richards",Comedy,N/A,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAzMjE2NDg5NjZeQTJeQWpwZ15BbWU3MDAzNzI4NzQ@._V1_SX300.jpg,"18,714",NA,1
1988,Action Jackson,notalk,7000000,20257000,20257000,13787529,39899139,39899139,94612,English,USA,Robert Reneau,NA,5,Craig R. Baxley,12-Feb-88,"Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone","Action, Comedy, Crime",1 nomination.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0OTI5NzgwN15BMl5BanBnXkFtZTcwNDM5MTYxMQ@@._V1_SX300.jpg,"6,213",NA,1
